shipment number,tndr_first_tender_fg,tndr_carrier_type_cd,award_target_share_percent,tndr_target_share_percent,distribution_channel_desc,shp_type_indicator_fg,transport_group_cd,award_carrier_cd,carrier_type_cd,carrier_type_desc,shipping_condition_cd,preceding_document_category_cd,transport_lane,source_zip_cd,destination_zip_cd,transport_region,temp_condition_cd,temp_channel_cd,fiscal_month_desc,data_flag,hit_or_miss
72116531,Y,N,0,0,Internal,O,NTC,KIPZ,N,Non-Primary,40,I,SP-ET To 0014305400,CA-ON-L6Y 5,CA-ON-N6A 5,CANADA,D,D,Jun,train,0
72116566,Y,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-AL To SP-MY,US-NM-87113,US-IL-60538,DRY WEST,D,D,Jun,train,0
72116567,Y,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-AL To SP-MY,US-NM-87113,US-IL-60538,DRY WEST,D,D,Jun,train,0
72116613,Y,N,0,0,Retail,O,NTC,CHRE,N,Non-Primary,41,C,0016135100 To SP-ET,CA-ON-L4H 3,CA-ON-L6Y 5,CANADA,D,D,Jun,train,0
72116655,Y,N,0,0,Internal,O,NTC,CHRE,N,Non-Primary,41,C,10000043481 To SP-ET,CA-ON-M5V 1,CA-ON-L6Y 5,CANADA,D,D,Jun,train,0
72116744,Y,N,0,0,Internal,O,TC,ZPEC,N,Non-Primary,40,I,SP-DH To 0060014387,US-CA-90746,US-CO-81611,TEMP WEST,R,R,Jun,train,0
72116766,N,B,0,100,Food Service,O,TC,BUXU,B,Broadcast,40,C,SP-JL To 0060045103,US-MO-64804,US-NV-89434,TEMP WEST,F,F,Jun,train,0
72116770,N,B,0,0,Food Service,O,TC,BUXU,B,Broadcast,40,C,SP-JL To 0048000879,US-MO-64804,US-AL-36801,TEMP WEST,F,F,Jun,train,0
72116815,Y,N,0,0,NULL,I,NTC,NEPH,N,Non-Primary,40,V,V-00513445 To SP-H7,US-IL-60431,US-MO-63401,DRY SOUTHEAST,D,D,Jun,train,0
72116823,Y,N,0,0,NULL,I,NTC,BHHL,N,Non-Primary,40,V,V-00509197 To SP-MS,US-TN-38563,US-TN-37127,DRY SOUTHEAST,D,D,Jun,train,0
72116989,Y,N,0,0,Intercomp/Interplnt,O,NTC,GMDR,N,Non-Primary,40,V,SP-7002 To SP-P9,US-MI-49512,US-PA-17078,DRY NORTHEAST,D,D,Jun,train,0
72117105,Y,N,0,0,Retail,O,NTC,BHHL,N,Non-Primary,40,C,SP-UQ To 0060042828,US-CA-95215,US-CA-95765,DRY WEST,D,D,Jun,train,0
72117106,Y,N,0,0,Retail,O,NTC,BHHL,N,Non-Primary,40,C,SP-UQ To 0060066320,US-CA-95215,US-CA-94560,DRY WEST,D,D,Jun,train,0
72117107,Y,N,0,0,Retail,O,NTC,BHHL,N,Non-Primary,40,C,SP-DC To 0060051210,US-CA-92571,US-UT-84047,DRY WEST,D,D,Jun,train,0
72117151,Y,N,0,0,Intercomp/Interplnt,O,NTC,URXX,N,Non-Primary,40,V,SP-PV To SP-4S,US-IL-60134,US-KS-66021,DRY MIDWEST,D,D,Jun,train,0
72117152,Y,N,0,0,Intercomp/Interplnt,O,NTC,URXX,N,Non-Primary,40,V,SP-PV To SP-4S,US-IL-60134,US-KS-66021,DRY MIDWEST,D,D,Jun,train,0
72117175,Y,N,0,0,NULL,I,NTC,ZPEC,N,Non-Primary,41,V,V-00509066 To SP-PV,US-IL-62526,US-IL-60134,DRY MIDWEST,D,D,Jun,train,0
72117239,Y,N,0,0,Intercomp/Interplnt,O,NTC,BHHL,N,Non-Primary,40,V,SP-XF To SP-H7,US-CA-95330,US-MO-63401,DRY WEST,D,D,Jun,train,0
72117399,N,B,0,0,Retail,O,NTC,URXX,B,Broadcast,40,C,SP-H7 To 0014075400,US-MO-63401,US-TX-76266,DRY SOUTHEAST,D,D,Jun,train,0
72117402,N,B,0,100,Retail,O,NTC,URXX,B,Broadcast,40,C,SP-LL To 0014075400,US-WI-53221,US-TX-76266,DRY MIDWEST,D,D,Jun,train,0
72117463,Y,N,0,0,Raw Materials,O,NTC,HJIK,N,Non-Primary,40,C,SP-KC To 0000001156,US-MO-64120,US-IL-60510,DRY WEST,D,D,Jun,train,0
72117470,Y,N,0,0,Intercomp/Interplnt,O,NTC,BHHL,N,Non-Primary,40,V,SP-CA To SP-SG,US-IL-60446,US-GA-30025,TEMP WEST,PH,R,Jun,train,0
72117581,Y,N,0,0,NULL,I,NTC,LROI,N,Non-Primary,60,V,V-00511670 To SP-CR,US-CA-92831,US-IA-52404,DRY MIDWEST,D,D,Jun,train,0
72117657,Y,N,0,0,Food Service,O,NTC,BHHL,N,Non-Primary,40,C,SP-AB To 0019947100,US-GA-30102,US-AL-35204,DRY SOUTHEAST,D,D,Jun,train,0
72117658,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060030754,US-GA-30025,US-FL-32033,DRY SOUTHEAST,D,D,Jun,train,0
72117659,Y,N,0,0,Food Service,O,NTC,BHHL,N,Non-Primary,40,C,SP-AV To 0060058461,US-IA-50047,US-OH-43137,DRY MIDWEST,D,D,Jun,train,0
72117660,Y,N,0,0,Intercomp/Interplnt,O,NTC,BHHL,N,Non-Primary,40,V,SP-AB To SP-DC,US-GA-30102,US-CA-92571,DRY SOUTHEAST,D,D,Jun,train,0
72117661,Y,N,0,0,Intercomp/Interplnt,O,NTC,BHHL,N,Non-Primary,40,V,SP-CC To SP-WL,US-IA-52233,US-IL-60481,DRY MIDWEST,D,D,Jun,train,0
72117663,Y,N,0,0,Food Service,O,NTC,BHHL,N,Non-Primary,40,C,SP-AB To 0060017839,US-GA-30102,US-AL-36320,DRY SOUTHEAST,D,D,Jun,train,0
72117664,Y,N,0,0,Intercomp/Interplnt,O,NTC,BHHL,N,Non-Primary,40,I,SP-CA To SP-WS,US-IL-60446,US-OH-45692,DRY MIDWEST,D,D,Jun,train,0
72117665,Y,N,0,0,Intercomp/Interplnt,O,NTC,BHHL,N,Non-Primary,40,I,SP-CA To SP-WS,US-IL-60446,US-OH-45692,DRY MIDWEST,D,D,Jun,train,0
72117666,Y,N,0,0,Retail,O,NTC,BHHL,N,Non-Primary,40,C,SP-FE To 0095830500,US-IN-46809,US-OH-44483,DRY NORTHEAST,D,D,Jun,train,0
72117667,Y,N,0,0,Intercomp/Interplnt,O,NTC,BHHL,N,Non-Primary,40,V,SP-CC To SP-WL,US-IA-52233,US-IL-60481,DRY MIDWEST,D,D,Jun,train,0
72117668,Y,N,0,0,Intercomp/Interplnt,O,NTC,BHHL,N,Non-Primary,40,V,SP-AV To SP-CA,US-IA-50047,US-IL-60446,DRY MIDWEST,D,D,Jun,train,0
72117669,Y,N,0,0,Retail,O,NTC,BHHL,N,Non-Primary,40,C,SP-GB To 0060063092,US-IL-61401,US-OK-73089,DRY MIDWEST,D,D,Jun,train,0
72117671,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-SW To SP-FE,US-NY-14043,US-IN-46809,DRY NORTHEAST,D,D,Jun,train,0
72117672,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,I,SP-CO To SP-H7,US-GA-30161,US-MO-63401,DRY SOUTHEAST,D,D,Jun,train,0
72117673,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060045932,US-GA-30025,US-SC-29697,DRY SOUTHEAST,D,D,Jun,train,0
72117674,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060056779,US-GA-30025,US-GA-30549,DRY SOUTHEAST,D,D,Jun,train,0
72117675,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-CO To SP-H7,US-GA-30161,US-MO-63401,DRY SOUTHEAST,D,D,Jun,train,0
72117676,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-GB To 0048002530,US-IL-61401,US-MT-59102,DRY MIDWEST,D,D,Jun,train,0
72117677,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-LK To SP-FE,US-PA-18045,US-IN-46809,DRY NORTHEAST,D,D,Jun,train,0
72117682,Y,N,0,0,NULL,I,NTC,YFVO,N,Non-Primary,40,V,V-00510975 To SP-PV,US-MI-49048,US-IL-60134,DRY MIDWEST,D,D,Jun,train,0
72117687,Y,N,0,0,NULL,I,NTC,FWUK,N,Non-Primary,40,V,V-00503266 To SP-BV,US-WI-53014,US-IL-61008,DRY MIDWEST,D,D,Jun,train,0
72117765,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060019541,US-GA-30025,US-AL-36801,DRY SOUTHEAST,D,D,Jun,train,0
72117766,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060026854,US-GA-30025,US-FL-32063,DRY SOUTHEAST,D,D,Jun,train,0
72117769,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060036327,US-GA-30025,US-AL-36010,DRY SOUTHEAST,D,D,Jun,train,0
72117773,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060036327,US-GA-30025,US-AL-36010,DRY SOUTHEAST,D,D,Jun,train,0
72117774,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060026854,US-GA-30025,US-FL-32063,DRY SOUTHEAST,D,D,Jun,train,0
72117863,Y,N,0,0,NULL,I,NTC,BHHL,N,Non-Primary,40,V,V-00509986 To SP-CF,US-IA-52351,US-IL-61006,DRY MIDWEST,D,D,Jun,train,0
72117868,Y,N,0,0,NULL,I,NTC,BHHL,N,Non-Primary,40,V,V-00501767 To SP-7070,US-WI-54460,US-MO-63401,DRY SOUTHEAST,D,D,Jun,train,0
72117874,Y,N,0,0,NULL,I,NTC,BHHL,N,Non-Primary,40,V,V-00514690 To SP-CR,US-NC-27105,US-IA-52404,DRY MIDWEST,D,D,Jun,train,0
72117878,Y,N,0,0,NULL,I,NTC,BHHL,N,Non-Primary,40,V,V-00503459 To SP-CI,US-IL-62521,US-OH-45241,DRY NORTHEAST,D,D,Jun,train,0
72117879,Y,N,0,0,NULL,I,NTC,BHHL,N,Non-Primary,40,V,V-00514310 To SP-RC,US-IA-50208,US-MI-49677,DRY NORTHEAST,D,D,Jun,train,0
72118009,Y,N,0,0,NULL,I,NTC,ZPEC,N,Non-Primary,40,V,V-00157261 To SP-YO,US-IL-60609,US-KY-40744,DRY SOUTHEAST,D,D,Jun,train,0
72118058,N,B,0,0,NULL,I,NTC,YFVO,B,Broadcast,40,V,V-00509632 To SP-MM,US-KS-66031,US-IL-60538,DRY MIDWEST,D,D,Jun,train,0
72118086,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-UQ To 0060044662,US-CA-95215,US-NV-89434,DRY WEST,D,D,Jun,train,0
72118089,Y,N,0,0,Retail,O,NTC,NEPH,N,Non-Primary,40,C,SP-FE To 0060025842,US-IN-46809,US-OH-43123,DRY NORTHEAST,D,D,Jun,train,0
72118090,Y,N,0,0,Retail,O,NTC,NEPH,N,Non-Primary,40,C,SP-FE To 0060028149,US-IN-46809,US-OH-43160,DRY NORTHEAST,D,D,Jun,train,0
72118091,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0060028149,US-IN-46809,US-OH-43160,DRY NORTHEAST,D,D,Jun,train,0
72118108,N,B,0,0,Intercomp/Interplnt,O,NTC,PTVF,B,Broadcast,40,I,SP-R7 To SP-RW,US-IA-52404,US-MN-55044,DRY MIDWEST,D,D,Jun,train,0
72118112,Y,N,0,0,Internal,O,NTC,CHRE,N,Non-Primary,41,I,SP-ET To 0014305400,CA-ON-L6Y 5,CA-ON-N6A 5,CANADA,D,D,Jun,train,0
72118129,N,N,0,0,Intercomp/Interplnt,O,NTC,NEPH,N,Non-Primary,40,V,SP-CI To SP-FE,US-OH-45241,US-IN-46809,DRY NORTHEAST,D,D,Jun,train,0
72118130,N,B,0,0,Intercomp/Interplnt,O,NTC,LLZY,B,Broadcast,40,V,SP-SG To SP-RO,US-GA-30025,US-TX-76262,DRY SOUTHEAST,D,D,Jun,train,0
72118143,Y,N,0,0,Food Service,O,NTC,NEPH,N,Non-Primary,40,C,0048000529 To SP-Y4,US-NE-68137,US-OH-44830,DRY NORTHEAST,D,D,Jun,train,0
72118153,Y,N,0,0,Intercomp/Interplnt,O,TC,BHHL,N,Non-Primary,40,V,SP-DY To SP-WL,US-CO-80011,US-IL-60481,TEMP WEST,PH,R,Jun,train,0
72118154,Y,N,0,0,Intercomp/Interplnt,O,TC,BHHL,N,Non-Primary,40,V,SP-DY To SP-WL,US-CO-80011,US-IL-60481,TEMP WEST,PH,R,Jun,train,0
72118155,N,B,0,0,Intercomp/Interplnt,O,TC,BHHL,B,Broadcast,40,V,SP-P8 To SP-S3,US-PA-17078,US-NY-14218,TEMP EAST,PH,R,Jun,train,0
72118171,Y,N,0,0,Intercomp/Interplnt,O,TC,ZPEC,N,Non-Primary,40,V,SP-DY To SP-WL,US-CO-80011,US-IL-60481,TEMP WEST,PH,R,Jun,train,0
72118216,N,B,0,0,Retail,O,NTC,URXX,B,Broadcast,40,C,SP-WL To 0060025860,US-IL-60481,US-MO-65559,DRY MIDWEST,D,D,Jun,train,0
72118219,N,B,0,100,Retail,O,NTC,FLSZ,B,Broadcast,40,C,SP-GB To 0060045970,US-IL-61401,US-WY-82009,DRY MIDWEST,D,D,Jun,train,0
72118231,N,N,0,0,Food Service,O,NTC,QZXD,N,Non-Primary,40,C,0060070727 To SP-FE,US-OH-45840,US-IN-46809,DRY NORTHEAST,D,D,Jun,train,0
72118277,Y,N,0,0,Intercomp/Interplnt,O,TC,VOMK,N,Non-Primary,40,V,SP-DY To SP-ET,US-CO-80011,CA-ON-L6Y 5,TEMP WEST,PH,R,Jun,train,0
72118350,Y,N,0,0,Internal,O,TC,TJIS,N,Non-Primary,40,I,SP-A9 To 0060014387,US-PA-18106,US-MN-55401,TEMP EAST,R,R,Jun,train,0
72118370,N,B,0,100,Intercomp/Interplnt,O,NTC,VOMK,B,Broadcast,40,V,SP-LQ To SP-ET,US-TN-37663,CA-ON-L6Y 5,DRY SOUTHEAST,D,D,Jun,train,0
72118410,Y,N,0,0,Intercomp/Interplnt,O,TC,FWUK,N,Non-Primary,40,V,SP-HN To SP-CC,US-MO-63401,US-IA-52233,TEMP WEST,PH,R,Jun,train,0
72118415,Y,N,0,0,Intercomp/Interplnt,O,TC,FWUK,N,Non-Primary,40,V,SP-HN To SP-CC,US-MO-63401,US-IA-52233,TEMP WEST,PH,R,Jun,train,0
72118418,N,B,0,0,Intercomp/Interplnt,O,TC,RNZD,B,Broadcast,60,V,SP-RR To SP-GE,US-OR-97301,US-IL-60134,TEMP WEST,F,F,Jun,train,0
72118649,Y,N,0,0,NULL,I,NTC,LROI,N,Non-Primary,60,V,V-00511670 To SP-CR,US-CA-92831,US-IA-52404,DRY MIDWEST,D,D,Jun,train,0
72118655,Y,N,0,0,Retail,O,NTC,KIPZ,N,Non-Primary,40,C,SP-ET To 0060025781,CA-ON-L6Y 5,CA-ON-N3E 1,CANADA,D,D,Jun,train,0
72118670,N,B,0,0,Intercomp/Interplnt,O,TC,RPWL,B,Broadcast,60,V,SP-GE To SP-M1,US-IL-60134,US-CA-91752,TEMP WEST,F,F,Jun,train,0
72118672,N,B,0,0,Intercomp/Interplnt,O,NTC,URXX,B,Broadcast,40,V,SP-CI To SP-FE,US-OH-45241,US-IN-46809,DRY NORTHEAST,D,D,Jun,train,0
72118828,N,B,0,100,Retail,O,NTC,URXX,B,Broadcast,40,C,SP-GB To 0009430700,US-IL-61401,US-MN-56301,DRY MIDWEST,D,D,Jun,train,0
72118831,Y,N,0,0,Internal,O,NTC,HJIK,N,Non-Primary,40,I,SP-GB To 0018095000,US-IL-61401,US-IA-52802,DRY MIDWEST,D,D,Jun,train,0
72118850,N,B,0,0,Food Service,O,TC,BHHL,B,Broadcast,40,C,SP-GE To 0048008178,US-IL-60134,US-TN-37771,TEMP WEST,F,F,Jun,train,0
72118893,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0009186300,US-IN-46809,US-OH-45215,DRY NORTHEAST,D,D,Jun,train,0
72118894,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0009182000,US-IN-46809,US-IN-46219,DRY NORTHEAST,D,D,Jun,train,0
72118896,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-JD To SP-FE,US-PA-17752,US-IN-46809,DRY NORTHEAST,D,D,Jun,train,0
72118897,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-WW To 0014076700,US-IA-52404,US-KS-66106,DRY MIDWEST,D,D,Jun,train,0
72118898,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0009182000,US-IN-46809,US-IN-46219,DRY NORTHEAST,D,D,Jun,train,0
72118942,N,B,0,0,Intercomp/Interplnt,O,NTC,URXX,B,Broadcast,40,V,SP-CI To SP-WL,US-OH-45241,US-IL-60481,DRY NORTHEAST,D,D,Jun,train,0
72118985,N,B,0,100,Intercomp/Interplnt,O,NTC,FLSZ,B,Broadcast,40,V,SP-SW To SP-FE,US-NY-14043,US-IN-46809,DRY NORTHEAST,D,D,Jun,train,0
72119022,Y,N,0,0,Intercomp/Interplnt,O,TC,QXWP,N,Non-Primary,40,V,SP-JL To SP-JT,US-MO-64804,US-AR-72301,TEMP WEST,F,F,Jun,train,0
72119023,Y,N,0,0,Intercomp/Interplnt,O,TC,QXWP,N,Non-Primary,40,V,SP-JL To SP-JT,US-MO-64804,US-AR-72301,TEMP WEST,F,F,Jun,train,0
72119024,Y,N,0,0,Intercomp/Interplnt,O,TC,QXWP,N,Non-Primary,40,V,SP-JL To SP-GE,US-MO-64804,US-IL-60134,TEMP WEST,F,F,Jun,train,0
72119032,N,B,0,0,Intercomp/Interplnt,O,NTC,URXX,B,Broadcast,40,V,SP-CI To SP-MY,US-OH-45241,US-IL-60538,DRY NORTHEAST,D,D,Jun,train,0
72119043,N,B,0,0,Intercomp/Interplnt,O,NTC,URXX,B,Broadcast,40,V,SP-CI To SP-WL,US-OH-45241,US-IL-60481,DRY NORTHEAST,D,D,Jun,train,0
72119049,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-MM To SP-MR,US-IL-60538,US-OH-43314,DRY MIDWEST,D,D,Jun,train,0
72119050,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-JD To SP-WL,US-PA-17752,US-IL-60481,DRY NORTHEAST,D,D,Jun,train,0
72119051,Y,N,0,0,Firesale/Misc.,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0060064286,US-IN-46809,US-WI-54422,DRY NORTHEAST,D,D,Jun,train,0
72119052,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-SG To SP-RO,US-GA-30025,US-TX-76262,DRY SOUTHEAST,D,D,Jun,train,0
72119053,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0014076100,US-IN-46809,US-IN-46140,DRY NORTHEAST,D,D,Jun,train,0
72119065,Y,N,0,0,Retail,O,TC,RTQT,N,Non-Primary,41,C,SP-AI To 0060046559,US-TX-78744,US-GA-31320,TEMP WEST,PH,R,Jun,train,0
72119072,Y,N,0,0,Retail,O,NTC,UAFL,N,Non-Primary,41,C,0060030743 To SP-UQ,US-WA-98002,US-CA-95215,DRY WEST,D,D,Jun,train,0
72119196,Y,N,0,0,Intercomp/Interplnt,O,NTC,ITLI,N,Non-Primary,40,V,SP-H7 To SP-GB,US-MO-63401,US-IL-61401,DRY SOUTHEAST,D,D,Jun,train,0
72119197,Y,N,0,0,Intercomp/Interplnt,O,NTC,ITLI,N,Non-Primary,40,V,SP-H7 To SP-GB,US-MO-63401,US-IL-61401,DRY SOUTHEAST,D,D,Jun,train,0
72119198,Y,N,0,0,Intercomp/Interplnt,O,NTC,ITLI,N,Non-Primary,40,V,SP-H7 To SP-GB,US-MO-63401,US-IL-61401,DRY SOUTHEAST,D,D,Jun,train,0
72119210,N,B,0,0,Intercomp/Interplnt,O,NTC,VOMK,B,Broadcast,40,V,SP-B8 To SP-LI,US-MN-55418,CA-AB-T2C 5,DRY MIDWEST,D,D,Jun,train,0
72119222,N,B,0,0,Retail,O,NTC,YFVO,B,Broadcast,40,C,SP-GS To 0060044016,US-MO-64056,US-IN-46952,DRY WEST,D,D,Jun,train,0
72119239,N,B,0,0,Intercomp/Interplnt,O,NTC,FLSZ,B,Broadcast,40,V,SP-AL To SP-FE,US-NM-87113,US-IN-46809,DRY WEST,D,D,Jun,train,0
72119260,Y,N,0,0,NULL,I,NTC,ZPEC,N,Non-Primary,45,V,V-00509062 To SP-AL,US-TN-37774,US-NM-87113,DRY WEST,D,D,Jun,train,0
72119285,Y,N,0,0,Intercomp/Interplnt,O,NTC,FLSZ,N,Non-Primary,40,V,SP-AL To SP-7192,US-NM-87113,US-IL-61008,DRY WEST,D,D,Jun,train,0
72119286,Y,N,0,0,Intercomp/Interplnt,O,NTC,FLSZ,N,Non-Primary,40,V,SP-AL To SP-7192,US-NM-87113,US-IL-61008,DRY WEST,D,D,Jun,train,0
72119287,Y,N,0,0,Intercomp/Interplnt,O,NTC,FLSZ,N,Non-Primary,40,V,SP-AL To SP-7192,US-NM-87113,US-IL-61008,DRY WEST,D,D,Jun,train,0
72119303,N,B,0,0,Intercomp/Interplnt,O,NTC,URXX,B,Broadcast,40,V,SP-HN To SP-7091,US-MO-63401,US-MN-55428,DRY SOUTHEAST,D,D,Jun,train,0
72119349,Y,N,0,0,Intercomp/Interplnt,O,NTC,ITLI,N,Non-Primary,40,V,SP-H7 To SP-GB,US-MO-63401,US-IL-61401,DRY SOUTHEAST,D,D,Jun,train,0
72119350,Y,N,0,0,Intercomp/Interplnt,O,NTC,ITLI,N,Non-Primary,40,V,SP-H7 To SP-GB,US-MO-63401,US-IL-61401,DRY SOUTHEAST,D,D,Jun,train,0
72119351,Y,N,0,0,Intercomp/Interplnt,O,NTC,ITLI,N,Non-Primary,40,V,SP-H7 To SP-GB,US-MO-63401,US-IL-61401,DRY SOUTHEAST,D,D,Jun,train,0
72119388,Y,N,0,0,NULL,I,NTC,FWUK,N,Non-Primary,40,V,V-00509064 To SP-HN,US-IN-47905,US-MO-63401,DRY SOUTHEAST,D,D,Jun,train,0
72119389,Y,N,0,0,NULL,I,NTC,FWUK,N,Non-Primary,40,V,V-00509064 To SP-HN,US-IN-47905,US-MO-63401,DRY SOUTHEAST,D,D,Jun,train,0
72119395,Y,N,0,0,NULL,I,NTC,LROI,N,Non-Primary,60,V,V-00502563 To SP-CF,US-CA-95380,US-IL-61006,DRY MIDWEST,D,D,Jun,train,0
72119438,N,B,0,50,Retail,O,NTC,HJIK,B,Broadcast,40,C,SP-RO To 0060025849,US-TX-76262,US-TX-75801,DRY SOUTHEAST,D,D,Jun,train,0
72119487,N,B,0,100,Food Service,O,TC,BUXU,B,Broadcast,40,C,SP-JL To 0048000373,US-MO-64804,US-CA-95304,TEMP WEST,F,F,Jun,train,0
72119501,N,B,0,0,Intercomp/Interplnt,O,TC,HJIK,B,Broadcast,40,V,SP-DY To SP-GB,US-CO-80011,US-IL-61401,TEMP WEST,PH,R,Jun,train,0
72119514,N,B,0,0,Intercomp/Interplnt,O,TC,ZRUH,B,Broadcast,40,V,SP-DY To SP-UQ,US-CO-80011,US-CA-95215,TEMP WEST,PH,R,Jun,train,0
72119549,Y,N,0,0,Intercomp/Interplnt,O,NTC,ITLI,N,Non-Primary,40,V,SP-H7 To SP-GB,US-MO-63401,US-IL-61401,DRY SOUTHEAST,D,D,Jun,train,0
72119557,N,B,0,100,Food Service,O,TC,BUXU,B,Broadcast,40,C,SP-GE To 0048000665,US-IL-60134,US-CA-93706,TEMP WEST,F,F,Jun,train,0
72119560,Y,N,0,0,NULL,I,NTC,YFVO,N,Non-Primary,40,V,V-00514310 To SP-CR,US-IA-50208,US-IA-52404,DRY MIDWEST,D,D,Jun,train,0
72119565,Y,N,0,0,NULL,I,NTC,YFVO,N,Non-Primary,40,V,V-00503191 To SP-LK,US-KY-42420,US-PA-18045,DRY NORTHEAST,D,D,Jun,train,0
72119566,Y,N,0,0,NULL,I,NTC,YFVO,N,Non-Primary,40,V,V-00510715 To SP-RC,US-IN-46219,US-MI-49677,DRY NORTHEAST,D,D,Jun,train,0
72119567,Y,N,0,0,NULL,I,NTC,YFVO,N,Non-Primary,40,V,V-00509064 To SP-CF,US-IN-47905,US-IL-61006,DRY MIDWEST,D,D,Jun,train,0
72119568,Y,N,0,0,NULL,I,NTC,YFVO,N,Non-Primary,40,V,V-00176918 To SP-BT,US-WI-54942,US-IL-60510,DRY MIDWEST,D,D,Jun,train,0
72119573,Y,N,0,0,NULL,I,NTC,YFVO,N,Non-Primary,40,V,V-00509064 To SP-BV,US-IN-47905,US-IL-61008,DRY MIDWEST,D,D,Jun,train,0
72119639,N,B,0,0,Intercomp/Interplnt,O,NTC,BUXU,B,Broadcast,40,V,SP-BU To SP-SG,US-NY-14203,US-GA-30025,DRY NORTHEAST,D,D,Jun,train,0
72119792,N,B,0,100,NULL,I,NTC,FLSZ,B,Broadcast,40,V,V-00510975 To SP-PV,US-MI-49048,US-IL-60134,DRY MIDWEST,D,D,Jun,train,0
72119837,N,B,0,100,NULL,I,TC,BHHL,B,Broadcast,40,V,V-00508947 To SP-CM,US-PA-17022,US-MN-55317,TEMP WEST,R,R,Jun,train,0
72119867,N,B,0,0,Retail,O,TC,ZPEC,B,Broadcast,40,C,SP-JT To 0060070772,US-AR-72301,US-TX-76207,TEMP WEST,F,F,Jun,train,0
72119926,N,B,0,100,NULL,I,TC,BUXU,B,Broadcast,40,V,V-00514920 To SP-JL,US-IL-60436,US-MO-64804,TEMP WEST,R,R,Jun,train,0
72119967,N,B,0,0,Retail,O,TC,BUXU,B,Broadcast,40,C,SP-GE To 0009184727,US-IL-60134,US-OH-43015,TEMP WEST,F,F,Jun,train,0
72119974,N,B,0,100,Food Service,O,TC,BHHL,B,Broadcast,40,C,SP-X8 To 0011704800,US-MO-64836,US-AL-35020,TEMP WEST,F,F,Jun,train,0
72119977,N,B,0,0,Food Service,O,TC,BHHL,B,Broadcast,40,C,SP-X8 To 0048000180,US-MO-64836,US-AL-35217,TEMP WEST,F,F,Jun,train,0
72119979,N,B,0,0,NULL,I,TC,ZPEC,B,Broadcast,40,V,V-00501454 To SP-QN,US-CA-93203,US-OR-97305,TEMP WEST,F,F,Jun,train,0
72119980,N,B,0,100,Food Service,O,TC,TJIS,B,Broadcast,40,C,SP-X8 To 0020098900,US-MO-64836,US-KY-40214,TEMP WEST,F,F,Jun,train,0
72119983,N,B,0,100,Food Service,O,TC,BHHL,B,Broadcast,40,C,SP-X8 To 0048004726,US-MO-64836,US-AL-35950,TEMP WEST,F,F,Jun,train,0
72120001,Y,N,0,0,Retail,O,NTC,NEPH,N,Non-Primary,40,C,SP-FE To 0060064163,US-IN-46809,US-KY-41048,DRY NORTHEAST,D,D,Jun,train,0
72120013,N,B,0,100,Food Service,O,NTC,ZPEC,B,Broadcast,40,C,SP-AB To 0026421100,US-GA-30102,US-FL-33167,DRY SOUTHEAST,D,D,Jun,train,0
